,ID,usertoken,prolificID,gender,age,race,education,variables,timerVal,prior_belief,prior_uncertainty_L,prior_uncertainty_R,data_rho,data_CI_L,data_CI_R,post1_belief,post1_uncertainty_L,post1_uncertainty_R,post2_belief,post2_uncertainty_L,post2_uncertainty_R,retro_prior,retro_post1,retro_post2,likert,survey
10,62f6808bfc70763173e81fe9,RWrfFb2U,60baaa995c09d3162511871d,male,36,black,undergrad,"['Avg. hours on social media', 'Depression severity']",5,0.323254584513083,-0.14213263404330695,0.7886418030694728,-0.6975757515628688,-0.8556483852387662,-0.4176609758815508,-0.41545442758839,-0.730320837426077,-0.1005880177507032,-0.3704452276844272,-0.5867373388260146,-0.1541531165428398,I dont see much of a connection.,I feel positive about my stance. ,I felt about the same.,cant_say,No.
11,62f6808bfc70763173e81fe9,RWrfFb2U,60baaa995c09d3162511871d,male,36,black,undergrad,"['Immigrant population', 'Crime rate']",5,0.22691312928770913,-0.0711175068350558,0.5249437654104743,-0.7559066643369661,-0.8587954554603181,-0.6088160582889488,-0.43370189930032405,-0.9184735580538896,0.05106975945324188,-0.39417791226197063,-0.789113751373173,0.0007579268492314828,I dont see a big correlation. ,I reviewed the data ,I still went wwith the updated data. ,liekly,No.
12,62f68266fc70763173e8200b,GL2yYGVe,6287a8c4a6303ff156cd0853,male,58,white,highschool,"['Avg. hours on social media', 'Depression severity']",5,0.0001424451772156221,-0.14171462066534474,0.14199951101977581,-0.7528398456160547,-0.8559814240045146,-0.6035136561010853,-0.7657073362302045,-1,-0.20448303442534232,0.01873270100533775,-0.16860275975843658,0.20606816176911202,I wasn't aware of any correlation between the two.,The chart indicated an obvious trend.,I didn't trust the chart much.,liekly,No
13,62f68266fc70763173e8200b,GL2yYGVe,6287a8c4a6303ff156cd0853,male,58,white,highschool,"['Immigrant population', 'Crime rate']",5,0.7173381990767407,0.1566172160535504,1,-0.1422495208747097,-0.40972172745479074,0.1376840453481824,-0.389034334152639,-0.6224912911057614,-0.15557737719951653,-0.2673002013962642,-0.6683246463941339,0.13372424360160573,I felt there was a connection between the two.,The chart indicates my prediction was incorrect.,I felt the chart may be correct.,cant_say,No
14,62f68266fc70763173e8200b,GL2yYGVe,6287a8c4a6303ff156cd0853,male,58,white,highschool,"['Years of education', 'Income']",5,0.9306382040714873,0.6748292166855543,1,0.11058028618636143,-0.13958857824488455,0.3494121319261709,0.8660865493672261,0.39818465188840113,1,0.7881341844554666,0.3848727105638603,1,I felt there was an obvious connection between the two.,The chart supported my opinion.,My opinion didn't change after the game.,unlikely,No
15,62f6832dfc70763173e82018,k377qJbk,60fd6e6d7b35102b8ca961a5,female,19,white,highschool,"['Immigrant population', 'Crime rate']",5,0.22735272489220248,-0.11998903053793702,0.5746944803223419,-0.6463060485127348,-0.7781163913882294,-0.47120702227162625,-0.8775326700666877,-0.9898000257478983,-0.7652653143854771,-0.7956655331608413,-0.9167435518195233,-0.6745875145021589,"I believed that countries with higher rates of immigration would have higher populations in general, and I believed that more population density would lead to more crime.",I updated my belief based on the scatterplot I was shown.,"I kept it unchanged, remembering the relationship from the scatterplot.",cant_say,No
16,62f6832dfc70763173e82018,k377qJbk,60fd6e6d7b35102b8ca961a5,female,19,white,highschool,"['Years of education', 'Income']",5,0.7588389988226043,0.5327305320308182,0.9849474656143902,-0.26770454019586615,-0.5195564144052905,-0.005186923656107973,0.008841819592913636,-0.08107532877628154,0.09875896796210859,0.028643086279350305,-0.03924576443885086,0.09653193699755169,I believed that getting a college education correlated with higher income.,I updated my belief based on the scatterplot shown.,I kept it unchanged based on the scatterplot.,very_likely,No
17,62f6832dfc70763173e82018,k377qJbk,60fd6e6d7b35102b8ca961a5,female,19,white,highschool,"['Avg. hours on social media', 'Depression severity']",5,0.23681010082601084,-0.4693711711166841,0.9429913727687058,-0.59133805649129,-0.7399971634755111,-0.39513717587909775,-0.8168631142896314,-1,-0.6337262285792626,-0.7730110469738936,-0.9506565347753655,-0.5953655591724218,I thought more access to social media might worsen depression for people.,I updated my belief based on the relationship in the scatterplot.,I kept my response from the previous chart.,liekly,No
18,62f68387fc70763173e82020,q6Wy0pBg,5f93274d33ea7a0d0bee3fd4,female,20,eastasian,highschool,"['Immigrant population', 'Crime rate']",5,0.7611091384563218,-0.9469761914881181,1,-0.11900042251056828,-0.3929144016560937,0.17132651623196693,-0.30491691217738776,-0.6390721390011747,0.029238314646399255,-0.37581408194029864,-1,0.26740047882489515,"Based on the perception of what is typically believed surrounding the issue of immigration, I went with the assumption that immigration is correlated to crime rate. Since so much of our news focuses on immigrants and crime, I simply thought of it as this way. ","After looking at the supporting data, It shows a scattering of points slightly negatively correlating crime rate to the immigration population. It seems to be a more downward motion or rater a more neutral stance. ","After the tetris game, I felt less sure of the negative correlation between crime rate and immigration. I found myself questioning whether there was simply no correlation to begin with. ",cant_say,N/a
19,62f68387fc70763173e82020,q6Wy0pBg,5f93274d33ea7a0d0bee3fd4,female,20,eastasian,highschool,"['Years of education', 'Income']",5,0.7498325158910171,-0.5374413570522392,1,-0.286644428326024,-0.5210947943496902,-0.011106857119056839,-0.4550750357035933,-1,0.08984992859281338,-0.557827948539168,-1,-0.10712577246141142,"I was under the belief that the more a person studies in higher education, the more potential they have to earn a higher income having a masters or doctorate for instance. ",It seems to show a more neutral and negative correlation towards years of education and income. There didn't seem to be a great relationship to years of education to the number of income that a person earned. ,"After tetris, I kept it relatively unchanged to before because based on the information, I felt like nothing really changed in terms of my understanding of the scatterplot to my personal beliefs. ",liekly,N/a
20,62f68387fc70763173e82020,q6Wy0pBg,5f93274d33ea7a0d0bee3fd4,female,20,eastasian,highschool,"['Avg. hours on social media', 'Depression severity']",5,1,0.8476848260023919,1,0.14733167858673357,-0.13636455930638566,0.3943207644669648,-0.06337051704924374,-0.8633546746960579,0.7366136405975705,-0.12460791546545491,-1,1,"Just knowing what social media's impact has on specifically the youth and younger generations, I know relatively well that social media does directly affect people's self esteem and sense of self worth. So I chose a high correlation to depression and average hours of social media.","Based on the data, the data points were incredibly scattered, so it seems that there was no correlation between hours of social media and depression severity. I updated my belief to simply follow the data despite my doubts on what I initially felt about the issue.","I kept it relatively the same for the most part because I was under the assumption that the data was true. Despite me having doubts in the results, I kept it based strictly on the data before. ",liekly,N/a
21,62f68433fc70763173e82042,QFRTD80J,5c7c73b6f48c6d0001f6f49c,male,28,black,highschool,"['Years of education', 'Income']",5,0.6928051681546887,0.4383782815714268,0.9472320547379509,-0.36726825918874456,-0.5708056915474674,-0.10626301397769666,0.4755502713208488,0.31058364103422,0.6405169016074777,0.5057373469622231,0.23840163192649233,0.773073061997954,"I feel like people with more years of education qualify for better-paying jobs. Though I know it's not always the case, I feel those who have 8 or more years of college education are some of the least likely to go without a higher income, let alone a job.",This wasn't really an update. I tried to match it to my previous beliefs.,I tried to match this to my initial beliefs. The data didn't change my mind. I felt my personal experience says otherwise from the data.,liekly,No
22,62f68433fc70763173e82042,QFRTD80J,5c7c73b6f48c6d0001f6f49c,male,28,black,highschool,"['Avg. hours on social media', 'Depression severity']",5,1,0.9293601434776191,1,0.007289966671374606,-0.2805250936394416,0.2824493766585389,1,0.9405376657907647,1,1,0.8720586819944325,1,I'm on social media everyday and it seems as there's a lot of depression online.,I didn't update my belief. That data was definitely wrong in my opinion as I've seen studies that say otherwise.,I still believe there was a high correlation between both variables here. I didn't trust the data shown to me.,very_likely,No
23,62f68433fc70763173e82042,QFRTD80J,5c7c73b6f48c6d0001f6f49c,male,28,black,highschool,"['Immigrant population', 'Crime rate']",5,0.10762164179513656,-0.2577786747233292,0.47302195831360216,-0.8486097493121201,-0.9114104208028302,-0.7583295650530817,-0.33655608455527647,-1,0.3472254490718567,-0.2707327358312863,-0.7970786909110439,0.255613219248471,I don't see how the two correlate. I think it's more dependent on poverty levels.,I don't know much about the topic and I thought I don't see how the two correlate I can understand how it could.,I kept my belief this way as I don't know much about how the two can correlate.,cant_say,No
24,62f68478fc70763173e82053,TDgzJbOD,62b45d115e44957543b4cabc,female,32,white,masters,"['Immigrant population', 'Crime rate']",5,1,0.8051484942937035,1,-0.3810030764095377,-0.577247471016919,-0.1501375699725177,-0.695471137282053,-0.9690678792849956,-0.4218743952791106,-0.5493788254884138,-0.8923836703903816,-0.20637398058644596,Some immigrants might be leaving their home country because they are criminals. So higher immigrant population leads to higher crime rate.,The scatterplot indicates a negative relationship between the variables,I kept it the same as what the scatterplot indicated,unlikely,I didn't think some of the data were believable
25,62f68478fc70763173e82053,TDgzJbOD,62b45d115e44957543b4cabc,female,32,white,masters,"['Avg. hours on social media', 'Depression severity']",5,0.4940980886104287,0.3953308792247623,0.5928652979960956,-0.5018929608237441,-0.6969741338370616,-0.2711086199937812,-1,-1,-0.7745470869556452,-1,-1,-0.7995327115809114,"The more time people spend on social media, the more depressed they get because they are comparing themselves to others.",Possible negative relationship indicated by the scatterplot with lower confidence,I kept the relationship the same as what the scatterplot indicated,very_likely,I didn't think some of the data were believable
26,62f68478fc70763173e82053,TDgzJbOD,62b45d115e44957543b4cabc,female,32,white,masters,"['Years of education', 'Income']",5,0.6012245484250236,0.36379499342686406,0.8386541034231827,-0.39553422846667313,-0.6337160621459343,-0.08286382832976912,-0.9117607249452595,-1,-0.636685198911382,-1,-1,-0.8038688333772579,More educated people tend to hold higher prestige jobs which are usually higher paying,"The scatterplot indicated a negative relationship, which is what I put here.",I tried to keep my response the same as what the scatterplot indicated,very_likely,I didn't think some of the data were believable
27,62f684a3fc70763173e8205e,ctX4on3L,611a5d2b082c4245f38e272a,female,24,white,masters,"['Years of education', 'Income']",5,0.7486670400524948,0.28310225152086455,1,-0.24341809093018765,-0.4735351094280109,0.015115682669620384,-0.35038104029721096,-1,0.937021723187409,-0.31735895117152224,-1,0.5850719467888115,"It makes sense to me that people who have more education make more money, though from experience it is not always true","The correlation seemed to be more negative than I thought, but I left a wide range of error",I kept it mostly unchanged because I did not see any new data,cant_say,N/A
28,62f684a3fc70763173e8205e,ctX4on3L,611a5d2b082c4245f38e272a,female,24,white,masters,"['Avg. hours on social media', 'Depression severity']",5,0.7663089602807256,0.6735121903167163,0.8591057302447351,-0.2890211669112963,-0.521923347953531,-0.023805094980935724,0.16338501831772678,-0.6172103464970713,0.9439803831325244,0.1597442749196445,-1,1,I think that there is definitely a strong correlation between depression and social media use from what I have seen ,According to the data there is a strong negative correlation but I do not believe this so I left a wide range of error,I did not see new data so I left it mostly unchanged,cant_say,N/A
29,62f684a3fc70763173e8205e,ctX4on3L,611a5d2b082c4245f38e272a,female,24,white,masters,"['Immigrant population', 'Crime rate']",5,0.1476717836352237,-0.15694748675675907,0.4522910540272067,-0.8186753885053185,-0.9006570919330323,-0.6774598189450238,-1,-1,-0.6204395664826459,-1,-1,-0.5325002218470893,It is possible that there is a weak correlation between the two and I included a small margin of error.,The data showed there was a strong negative correlation,I did not see new data so I kept it unchanged,cant_say,N/A
30,62f684cffc70763173e82064,o3zkQEmS,62a733deec84f43ab19f7cca,female,24,eastasian,undergrad,"['Immigrant population', 'Crime rate']",5,-0.14391402988454804,-0.5681599667189028,0.2803319069498065,0.7178629943674005,0.5865793381884497,0.8159309347630388,0.5940146922020011,0.3664923438163561,0.8215370405876468,0.7946722594495819,0.6590058950321134,0.9303386238670499,Immigrants are diligent and well-behaved from personal experience.,I don't remember,"I don't remember, but I think I made a mistake. If I could redo this, I'd go with my first graph (slightly negative/no correlation) instead of this positive one.",unlikely,5 minutes felt long
31,62f684cffc70763173e82064,o3zkQEmS,62a733deec84f43ab19f7cca,female,24,eastasian,undergrad,"['Avg. hours on social media', 'Depression severity']",5,0.5418826368340057,0.5029985640779431,0.5807667095900684,-0.31157932636752605,-0.5091883586378292,-0.08847255736294854,-0.964130377725281,-1,-0.6589804133081643,-0.6008608433067981,-0.6986222669778341,-0.5030994196357619,Social media makes you jealous cuz people only post good things in their lives,Date seems negative,"I went along with the data, but I shouldn't have. I think it was a mistake to change from my first graph.",liekly,5 minutes felt long
32,62f684cffc70763173e82064,o3zkQEmS,62a733deec84f43ab19f7cca,female,24,eastasian,undergrad,"['Years of education', 'Income']",5,0.583285448289218,0.531479076650351,0.6350918199280853,-0.45818493325843035,-0.6584404083855608,-0.22667943652525024,-0.6290216683188885,-1,0.7633374065609575,0.8739823764556978,-0.019468140687958435,1,People go to college to hopefully get well-paying jobs,Data makes it seem like a negative correlation,Don't agree with the data. Maybe it needs bigger sample size. College is really expensive. People wouldn't go if there wasn't aa positive correlation. ,liekly,5 minutes felt long
33,62f685a6fc70763173e8207e,hAvkGLbh,602d8cdb33061980afeb74a0,female,33,white,undergrad,"['Years of education', 'Income']",5,0.7316144506876043,0.5314498984360574,0.9317790029391511,-0.3722381200867854,-0.621082068046548,-0.06961471959421549,0.2693000758236419,-0.6414209955635723,1,0.37657805075296213,-0.4178786964786305,1,"overall I expected that many, though not all, higher paying jobs required a certain amount of education",I thought there was still a correlation because the sample may not be representative but that the spread was probably much larger than I originally anticipated given the sample,I didn't see any reason to change my answer,liekly,no
34,62f685a6fc70763173e8207e,hAvkGLbh,602d8cdb33061980afeb74a0,female,33,white,undergrad,"['Avg. hours on social media', 'Depression severity']",5,0.7209454584771202,0.25143506825732076,1,-0.4523047852077357,-0.6539700122329117,-0.20538520350967365,0.11585320136730837,-0.3053019479453583,0.537008350679975,0.08064459445559868,-1,1,"I have previously heard that there is a correlation between the two, but I was uncertain of the strength of the correlation","I know I have heard that there is a positive correlation, but based on the data I thought it was probably less strong than I originally anticipated","after additional consideration, I thought maybe the headline I read could have been sensationalized and I hadn't read the study in question, so I gave it less weight despite knowing the data could still be an unrepresentative sample of the population set",cant_say,no
35,62f685a6fc70763173e8207e,hAvkGLbh,602d8cdb33061980afeb74a0,female,33,white,undergrad,"['Immigrant population', 'Crime rate']",5,0.11087874762129868,-0.6391712924368513,0.8609287876794485,-0.680079878901818,-0.8023250555728021,-0.517513640442695,-0.028172213932341705,-1,0.9436555721353166,-0.1565589311604368,-0.8547608956227881,0.5416430333019144,"I didn't think there was much of a correlation because people immigrate for many reasons and I dont think it has anything really to do with crime, but that there was probably a large spread of date","the strong negative correlation of the data set still seems off to me, but I thought there might be more spread than originally anticipated ",I thought the data set may be more representative so went with a slightly more negative correlation but still a large spread,cant_say,no
36,62f68708fc70763173e820c9,Y3vKvyWY,62029b00ef1cb18a1337c761,female,28,white,undergrad,"['Immigrant population', 'Crime rate']",5,-0.7125922959267428,-1,-0.2987945580834195,0.46542302443547495,0.22613993062315246,0.660450141318641,0.5514402883296334,0.21867647702849724,0.8842040996307696,0.6727732618094724,0.33675706778472425,1,I believed that the crime rate might be negatively correlated in areas where there are strong immigrant populations as they may have a stronger sense of community and watching out for eachother.  ,"I saw a bigger spread of a positive correlation, but missed the negative correlation as well. ",i didnt change the chart based on my previous review of the data. ,cant_say,nope
37,62f68708fc70763173e820c9,Y3vKvyWY,62029b00ef1cb18a1337c761,female,28,white,undergrad,"['Avg. hours on social media', 'Depression severity']",5,1,0.5148977326454351,1,-0.06755079646581476,-0.33809598562069787,0.20038390944046844,0.005752549030328735,-0.38649771837035646,0.3980028164310139,-0.0055518814324751475,-0.3680424115302723,0.3569386486653221,I believed that social media use would correlate with high depression due to seeing FOMO and a view of others heavily curated lives taken as everyday life ,The data above suggests a higher spread of data and a very weak corrolation either way.,I kept it the same based on the data i saw prior ,liekly,nope
38,62f68708fc70763173e820c9,Y3vKvyWY,62029b00ef1cb18a1337c761,female,28,white,undergrad,"['Years of education', 'Income']",5,1,0.6929246701593486,1,0.1677116901050296,-0.11474333213584822,0.43215981659277747,0.8449906810377936,0.5989083446721659,1,0.8116955308717517,0.6233910617435034,1,"higher education tends to lead to higher paid jobs, and other higher status connections, which further lead to higher paid jobs. ","The data spread above appears to be fairly consistant with the chart, but not completely. there are a number of values in the higher education, lower income area not accounted for ",i kept my belief the same based on the original data. ,liekly,nope
39,62f68758fc70763173e820d7,7gSMOfPT,6102f18e52c555bc90330663,female,35,white,highschool,"['Avg. hours on social media', 'Depression severity']",5,1,0.7489686564452502,1,-0.016713362951671758,-0.2600176141501916,0.23229450488756512,0.18809188457169812,-1,1,0.18764343241421666,-0.6961766407646881,1,I thought it would be an increase because social media is full of judgement and comparisons. ,It looked like there wasn't much of a correlation. ,It's pretty much the same as before. ,cant_say,no
40,62f68758fc70763173e820d7,7gSMOfPT,6102f18e52c555bc90330663,female,35,white,highschool,"['Years of education', 'Income']",5,0.9479782937117158,0.6778886252525038,1,-0.013606477563507567,-0.30808443115450146,0.3002291331917857,0.729342039446156,-0.8516856379919884,1,-0.3591640380743582,-1,0.2816719238512835,I thought that with more education you would make more money and be in higher paying jobs. ,This is very inaccurate so I'm not sure what I was thinking. ,This looks a little more like the actual data. ,cant_say,no
41,62f68758fc70763173e820d7,7gSMOfPT,6102f18e52c555bc90330663,female,35,white,highschool,"['Immigrant population', 'Crime rate']",5,0.14750956335932663,-0.019667429615071563,0.31468655633372467,-0.7572691787693406,-0.8627976979600123,-0.6156279169784921,-0.5613778230995843,-1,-0.12275564619916879,-1,-1,0.011277817568192683,"I don't believe most immigrants bring crime, they are looking to better their lives. ",It matches the data closely. ,I kept it pretty much the same. ,cant_say,no
42,62f6877afc70763173e820dc,lTWKkgy0,6080506f48d21d24010d64aa,female,68,black,undergrad,"['Immigrant population', 'Crime rate']",5,-0.25604933930522344,-0.4332740945486839,-0.07882458406176301,0.7301218338346475,0.5425358492262354,0.8449941082170869,0.43881968295697416,0.3640144356786057,0.5136249302353424,0.6609993572598241,0.6282706590301321,0.693728055489516,high immigration population doesn't equate to high crime,low immigration  population not high crime,high population and low crime,liekly,NO
43,62f6877afc70763173e820dc,lTWKkgy0,6080506f48d21d24010d64aa,female,68,black,undergrad,"['Years of education', 'Income']",5,-0.3355253491624221,-0.3431921650649476,-0.32785853325989667,0.6818385149406972,0.5192421195502421,0.8007532176342678,-0.4379577877220604,-0.5215711343789258,-0.354344441065195,0.4161221394182488,-0.12386098992283645,0.9561052687593339,high education doesn't always net high income,there is little to know relationship between high education and high inocme,still believe little or no relationship to high education and high income,liekly,NO
44,62f6877afc70763173e820dc,lTWKkgy0,6080506f48d21d24010d64aa,female,68,black,undergrad,"['Avg. hours on social media', 'Depression severity']",5,-1,-1,-1,0.0037296007873900863,-0.33749006203074616,0.3315895102595561,-0.22269226463616842,-0.26818385247585,-0.17720067679648682,-0.9713467592938567,-0.9869878705295667,-0.955705648058147,it's a fact,maybe too much of generalization,but statistically too much social media on the negative can result in depression,liekly,NO
45,62f68788fc70763173e820de,Geyg8HMd,6111c4865701e1ba367af3e3,female,24,white,masters,"['Avg. hours on social media', 'Depression severity']",5,1,0.9406289427304708,1,-0.07153578769390777,-0.4069782617764115,0.24595455821501178,0.8241820676389655,0.5294363684249583,1,0.8153140258283973,0.6125155020967541,1,"Social media is very fake. The things people post are always the highlights of their lives, and that can lead viewers to feel inadequate by comparison. ","The data points clearly indicate an upward trend, but I am unsure because it is not as linear and close to the line as I hoped.","The data points clearly indicate an upward trend, but I am unsure because it is not as linear and close to the line as I hoped.",unlikely,N/A
46,62f68788fc70763173e820de,Geyg8HMd,6111c4865701e1ba367af3e3,female,24,white,masters,"['Years of education', 'Income']",5,0.715534173726315,0.4823903773189311,0.9486779701336985,-0.3433031056246175,-0.594893416866701,-0.013668455338439965,0.4574351664371512,0.1668740624409426,0.7479962704333596,0.37046618829391154,0.22021983867630968,0.520712537911513,"The more school you have enables you to apply for higher paying jobs that require bachelor's degrees. For example, doctors go to school for much longer, and they have the higher income to show for it.","Again, the graph was placed closer to the center point making my certainty waiver.",I did well at Tetris and I had time to think about other examples. I said the graph was less sharp because some examples include auto repair workers and plumbers who do not go to school for as long but still make a ton of money.,unlikely,N/A
47,62f68788fc70763173e820de,Geyg8HMd,6111c4865701e1ba367af3e3,female,24,white,masters,"['Immigrant population', 'Crime rate']",5,-0.3074743153449786,-0.41826361562637165,-0.1966850150635857,0.7375205795554234,0.5710145296107878,0.8432993791146304,0.5272050598030615,0.15931809610755376,0.8950920234985691,-0.35879396365810384,-0.5599072556885967,-0.15768067162761096,"Immigrants are more afraid of being deported, so I believe they are more likely to follow rules, be careful, and just be good citizens. Higher immigrants means lower crime. I was uncertain though because immigrants are also in poverty, so without bias, they may need to steal food to make ends meet.",The graph confirmed that my initial suspicion was wrong in favor of my latter suspicion. I believed the graph but was unsure in the confidence I previously had.,"Here, I started to believe the graphs could be made up or falsified slightly, so I went with what I believed to be true: immigrants are law abiding citizens.",liekly,N/A
48,62f68814fc70763173e82113,IAHqoFyr,62c387e4c664472da3ad4569,male,19,white,highschool,"['Years of education', 'Income']",5,0.7606070449544418,0.6072589797454242,0.9139551101634595,-0.21323217502113653,-0.4488071101017791,0.0391363184589433,0.1296464871387244,-0.7407070257225512,1,0.2651843634253217,-0.291932408135863,0.8223011349865064,More education usually allows getting a better job with a better salary,The supporting data had a negative correlation so I adjusted my response to have a less strong positive correlation as I still believed that there was a positive correlation between the variables,No,liekly,no
49,62f68814fc70763173e82113,IAHqoFyr,62c387e4c664472da3ad4569,male,19,white,highschool,"['Immigrant population', 'Crime rate']",5,0.17763886171270027,-0.05598198429608514,0.4112597077214857,-0.785233661896026,-0.881319586217243,-0.6103959347294685,-0.9514978643056387,-1,-0.7477534177787795,-0.9521274574411989,-1,-0.7503869597028281,"Whether it is a fair representation or not, based on (illegal?) policing habits and sensationalist news coverage, most people would respond that there is some positive correlation between the variables","I ""fell for"" the likely manipulated data set without really thinking about it.  I should have  stuck with my original response.",I believed the supporting data. ,very_likely,no
